,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,City_State,City
286,2017,1,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",192,30,12.51,4.67,3.55,0,9.26,2,0,2299,642,515,279,0,863,"Washington, DC",Washington
287,2017,1,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",250,40,21.04,4.29,5.82,0,8.85,3,3,3165,1727,430,251,0,757,"Houston, TX",Houston
290,2017,1,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",320,57,27.99,7.8,10.53,0,10.67,2,0,4760,2141,796,684,0,1139,"Indianapolis, IN",Indianapolis
294,2017,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2393,449,140.12,28.31,143.06,1,136.51,19,5,39249,12917,3271,10512,18,12531,"New York, NY",New York
296,2017,1,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1176,326,81.25,21.26,163.2,0,60.29,4,1,21182,6852,1781,7648,0,4901,"Las Vegas, NV",Las Vegas
297,2017,1,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2324,771,147.73,37.73,470.53,0,115.02,10,3,46037,12765,3502,20864,0,8906,"Los Angeles, CA",Los Angeles
300,2017,1,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1942,439,113.13,19.12,213.82,1,91.94,26,11,36112,14110,2756,11514,28,7704,"New York, NY",New York
303,2017,1,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",478,81,35.19,9,16.1,0,20.71,6,0,8390,3221,3016,770,0,1383,"Kansas City, MO",Kansas City
304,2017,1,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1501,238,83.74,25.03,68.12,0,61.11,16,6,17198,6217,2518,2876,0,5587,"Orlando, FL",Orlando
306,2017,1,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",192,23,8.75,2.91,2.38,0,8.96,4,2,1729,735,254,156,0,584,"Chicago, IL",Chicago
309,2017,1,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",829,146,64.61,17.97,27.35,0,36.07,7,3,11743,5358,1797,1517,0,3071,"Miami, FL",Miami
310,2017,1,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",407,64,24.21,6.89,16.22,0,16.68,3,2,4523,1756,623,929,0,1215,"Milwaukee, WI",Milwaukee
315,2017,1,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4509,734,232.15,46.4,194.83,1,259.63,26,7,56022,25615,3497,8480,30,18400,"Minneapolis, MN",Minneapolis
316,2017,1,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",596,102,39.2,10.05,17.55,0,35.2,3,0,7265,3216,865,845,0,2339,"New Orleans, LA",New Orleans
320,2017,1,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",86,28,7.82,1.66,10.2,0,8.33,0,0,1756,549,158,496,0,553,"Oakland, CA",Oakland
325,2017,1,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",541,116,39.59,11.17,43.64,0,21.6,7,2,9257,3418,1045,2754,0,2040,"Chicago, IL",Chicago
328,2017,1,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",491,116,35.73,10.96,32.7,0,36.61,1,4,7644,2288,1240,1526,0,2590,"Portland, OR",Portland
330,2017,1,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",525,105,35.12,9.83,41.49,0,18.56,5,0,8514,3158,1096,2945,0,1315,"Philadelphia, PA",Philadelphia
331,2017,1,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",604,131,46.29,14.06,43.89,1,25.76,1,0,8504,2651,1935,1774,16,2128,"Phoenix, AZ",Phoenix
332,2017,1,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",316,52,25.6,2.22,10.12,0,14.06,4,0,4612,2757,333,625,0,897,"Pittsburgh, PA",Pittsburgh
337,2017,1,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",488,87,43,7.55,15.76,0,20.69,4,0,6115,2743,644,807,0,1921,"Raleigh/Durham, NC",Raleigh/Durham
342,2017,1,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",577,82,30.32,7.05,29.75,0,14.88,2,0,6367,2906,1005,1363,0,1093,"Fort Myers, FL",Fort Myers
343,2017,1,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",510,139,45.86,13.1,56.86,0,23.18,2,6,8763,3164,1105,2914,0,1580,"San Diego, CA",San Diego
344,2017,1,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",238,41,16.43,9.05,7.27,0,8.25,1,3,3848,1803,820,363,0,862,"San Antonio, TX",San Antonio
347,2017,1,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1287,284,89.31,19.92,102.21,0,72.57,6,0,20287,8195,2218,4463,0,5411,"Seattle, WA",Seattle
348,2017,1,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",655,241,38.07,14.71,165.29,0,22.93,4,3,20417,4445,3152,11060,0,1760,"San Francisco, CA",San Francisco
351,2017,1,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",310,73,25.54,5.11,23.45,0,18.91,3,0,4894,2403,810,795,0,886,"San Jose, CA",San Jose
353,2017,1,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3302,691,202.61,43.37,211.98,0,233.03,7,3,48956,18776,3983,7528,0,18669,"Salt Lake City, UT",Salt Lake City
354,2017,1,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",160,50,18.91,3.53,16.88,0,10.69,2,0,3101,1374,114,637,0,976,"Sacramento, CA",Sacramento
355,2017,1,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",320,71,25.07,4.75,28.06,0,13.12,3,1,3964,2082,205,1095,0,582,"Santa Ana, CA",Santa Ana
357,2017,1,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",310,56,21.26,8.05,14.23,0,12.47,1,0,4868,2106,1233,610,0,919,"St. Louis, MO",St. Louis
362,2017,1,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",940,168,63.01,19.16,46.52,0,39.32,6,3,11134,4469,1660,2228,0,2777,"Tampa, FL",Tampa
379,2017,1,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",4471,952,263.89,0,151.14,0,536.97,167,12,106924,47003,0,10205,0,49716,"Atlanta, GA",Atlanta
381,2017,1,EV,ExpressJet Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",21,6,3.21,0,1.31,0,1.48,1,0,448,247,0,30,0,171,"Austin, TX",Austin
388,2017,1,EV,ExpressJet Airlines Inc.,BNA,"Nashville, TN: Nashville International",135,31,10.29,1,8.22,0,11.5,3,0,1645,451,16,280,0,898,"Nashville, TN",Nashville
389,2017,1,EV,ExpressJet Airlines Inc.,BOS,"Boston, MA: Logan International",149,41,16.43,0,9.25,0,15.33,6,0,4280,2414,0,528,0,1338,"Boston, MA",Boston
396,2017,1,EV,ExpressJet Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",30,11,2.06,0.28,2.22,0,6.45,2,0,763,111,11,88,0,553,"Baltimore, MD",Baltimore
403,2017,1,EV,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",776,176,51.51,3.97,41.31,0,79.21,19,2,13479,5017,405,2123,0,5934,"Cleveland, OH",Cleveland
405,2017,1,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",104,27,8.59,0,8.25,0,10.16,7,0,3362,2332,0,405,0,625,"Charlotte, NC",Charlotte
406,2017,1,EV,ExpressJet Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",218,54,25.61,0,11.32,0,17.06,2,0,3544,1961,0,390,0,1193,"Columbus, OH",Columbus
411,2017,1,EV,ExpressJet Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",4,1,0,0.56,0,0,0.44,0,0,16,0,9,0,0,7,"Cincinnati, OH",Cincinnati
413,2017,1,EV,ExpressJet Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",11,6,5.46,0,0.35,0,0.19,1,0,262,227,0,15,0,20,"Dallas, TX",Dallas
415,2017,1,EV,ExpressJet Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",374,117,35.33,0.42,40.89,0,40.36,11,3,7847,3104,37,1946,0,2760,"Washington, DC",Washington
416,2017,1,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1928,463,131.19,0,90.79,0,241.03,94,4,48211,19175,0,3995,0,25041,"Dallas/Fort Worth, TX",Dallas/Fort Worth
420,2017,1,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",834,171,73.69,0,25.02,0,72.29,27,5,22296,12728,0,1387,0,8181,"Detroit, MI",Detroit
427,2017,1,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2132,706,74.99,7.63,395.67,0,227.71,106,5,55820,9384,1457,29052,0,15927,"Newark, NJ",Newark
447,2017,1,EV,ExpressJet Airlines Inc.,HOU,"Houston, TX: William P Hobby",18,10,3.16,0,0.17,0,6.67,3,0,705,225,0,12,0,468,"Houston, TX",Houston
451,2017,1,EV,ExpressJet Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",13,3,2.42,0,0.42,0,0.16,1,0,291,275,0,8,0,8,"Washington, DC",Washington
452,2017,1,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",3693,516,87.22,11.78,191.58,0,225.42,60,22,39494,10127,1485,14490,0,13392,"Houston, TX",Houston
455,2017,1,EV,ExpressJet Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",194,43,14.35,0,15.44,0,13.22,4,0,2136,1033,0,404,0,699,"Indianapolis, IN",Indianapolis
464,2017,1,EV,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",1031,351,105.6,0.92,134.18,0,110.29,48,8,32870,15022,133,8279,0,9436,"New York, NY",New York
469,2017,1,EV,ExpressJet Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",101,29,7.43,0,8.35,0,13.22,1,0,1907,515,0,284,0,1108,"Kansas City, MO",Kansas City
471,2017,1,EV,ExpressJet Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",25,9,4.32,0,0.53,0,4.14,1,0,1420,962,0,62,0,396,"Chicago, IL",Chicago
477,2017,1,EV,ExpressJet Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",234,53,15.87,3.78,16.03,0,17.31,5,3,2983,931,343,631,0,1078,"Milwaukee, WI",Milwaukee
483,2017,1,EV,ExpressJet Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",348,78,30.1,0,11.69,0,36.21,7,3,7710,4055,0,721,0,2934,"Minneapolis, MN",Minneapolis
484,2017,1,EV,ExpressJet Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",14,1,0,0,1,0,0,1,0,17,0,0,17,0,0,"New Orleans, LA",New Orleans
490,2017,1,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2828,612,92.14,20.98,280.94,0,217.94,99,6,48670,11001,2856,16898,0,17915,"Chicago, IL",Chicago
494,2017,1,EV,ExpressJet Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",14,1,0,0,0,0,1,0,0,257,0,0,0,0,257,"Philadelphia, PA",Philadelphia
497,2017,1,EV,ExpressJet Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",70,26,12.36,0,3.76,0,9.88,4,0,1748,800,0,191,0,757,"Pittsburgh, PA",Pittsburgh
501,2017,1,EV,ExpressJet Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",93,31,11.88,0,5.29,0,13.83,7,0,3598,2246,0,276,0,1076,"Raleigh/Durham, NC",Raleigh/Durham
508,2017,1,EV,ExpressJet Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",25,4,3.93,0,0,0,0.07,0,1,227,222,0,0,0,5,"San Antonio, TX",San Antonio
518,2017,1,EV,ExpressJet Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",310,81,32.2,0.45,23.47,0,24.87,8,1,5050,2427,19,852,0,1752,"St. Louis, MO",St. Louis
532,2017,1,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",231,60,20.45,0,19.04,0,20.51,11,1,3347,1099,0,607,0,1641,"Atlanta, GA",Atlanta
533,2017,1,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",79,21,8.85,0,4.42,0,7.73,0,0,1125,486,0,128,0,511,"Austin, TX",Austin
535,2017,1,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",92,12,5.02,0,2.38,0,4.6,1,0,858,289,0,137,0,432,"Nashville, TN",Nashville
538,2017,1,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",204,37,12.16,0,9.16,0,15.68,1,1,3041,856,0,531,0,1654,"Cleveland, OH",Cleveland
539,2017,1,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",50,9,1.11,0.01,4.06,0,3.82,2,0,785,91,1,126,0,567,"Charlotte, NC",Charlotte
540,2017,1,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",76,34,10.77,0,6.91,0,16.32,1,0,1899,525,0,321,0,1053,"Columbus, OH",Columbus
542,2017,1,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",225,62,19.25,0,21.75,0,21,3,0,3558,1128,0,894,0,1536,"Cincinnati, OH",Cincinnati
543,2017,1,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",92,23,11.2,0,9.2,0,2.59,1,0,1018,442,0,400,0,176,"Washington, DC",Washington
544,2017,1,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1653,508,102,3.22,214.33,0,188.44,38,0,34737,7127,252,10231,0,17127,"Denver, CO",Denver
545,2017,1,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",33,13,3.85,0,3.74,0,5.4,1,0,1480,322,0,279,0,879,"Dallas/Fort Worth, TX",Dallas/Fort Worth
547,2017,1,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",98,29,11.26,0,6.33,0,11.41,0,0,2033,1150,0,250,0,633,"Detroit, MI",Detroit
548,2017,1,F9,Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31,7,2.2,0,4.61,0,0.2,3,0,389,75,0,308,0,6,"Fort Lauderdale, FL",Fort Lauderdale
551,2017,1,F9,Frontier Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",28,7,2.74,0,3.74,0,0.52,0,0,328,156,0,161,0,11,"Washington, DC",Washington
552,2017,1,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",71,19,6.11,0,7.71,0,5.19,2,0,673,228,0,268,0,177,"Houston, TX",Houston
553,2017,1,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",60,16,5.33,0,0.65,0,10.02,2,0,1183,370,0,24,0,789,"Indianapolis, IN",Indianapolis
554,2017,1,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",588,217,50.09,1.56,111.17,0,54.18,6,1,12953,2612,232,5494,0,4615,"Las Vegas, NV",Las Vegas
555,2017,1,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",148,62,14.5,0.49,35.8,0,11.21,0,2,4418,875,69,2085,0,1389,"Los Angeles, CA",Los Angeles
556,2017,1,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",65,14,2.67,0,7.4,0,3.93,6,0,996,145,0,363,0,488,"New York, NY",New York
557,2017,1,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",48,15,5.23,0,5.35,0,4.42,2,0,646,156,0,192,0,298,"Kansas City, MO",Kansas City
558,2017,1,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",876,225,45.65,4.23,74.78,0,100.34,9,3,15866,2401,438,4232,0,8795,"Orlando, FL",Orlando
560,2017,1,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",155,32,14.99,0,7.67,0,9.34,4,0,2077,1015,0,301,0,761,"Miami, FL",Miami
561,2017,1,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",127,24,9.26,0,4.4,0,10.35,1,0,1740,594,0,157,0,989,"Milwaukee, WI",Milwaukee
564,2017,1,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",90,28,9.57,0,8.9,0,9.53,1,0,1515,437,0,330,0,748,"Minneapolis, MN",Minneapolis
565,2017,1,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",59,17,4.42,0.71,4.52,0,7.35,3,0,1146,270,44,239,0,593,"New Orleans, LA",New Orleans
567,2017,1,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",299,68,15.78,0,18.31,0,33.91,3,0,5608,1258,0,1243,0,3107,"Chicago, IL",Chicago
569,2017,1,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",69,23,10.51,0.61,7.61,0,4.27,4,0,1000,393,11,257,0,339,"Portland, OR",Portland
571,2017,1,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",243,54,15.26,1.36,12.9,0,24.48,10,1,4026,1091,94,526,0,2315,"Philadelphia, PA",Philadelphia
572,2017,1,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",322,117,29.54,1.4,60.71,0,25.34,5,0,6722,2114,40,2288,0,2280,"Phoenix, AZ",Phoenix
573,2017,1,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",51,16,6.82,0,2.31,0,6.87,0,0,1364,464,0,108,0,792,"Pittsburgh, PA",Pittsburgh
574,2017,1,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",45,8,4.03,0,1.19,0,2.78,3,0,807,296,0,70,0,441,"Raleigh/Durham, NC",Raleigh/Durham
575,2017,1,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",156,30,9.58,2.68,8.9,0,8.84,2,2,2311,735,285,361,0,930,"Fort Myers, FL",Fort Myers
576,2017,1,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",93,40,13.39,0.29,18.51,0,7.8,2,1,2733,989,29,991,0,724,"San Diego, CA",San Diego
577,2017,1,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",39,14,3.09,0,3.79,0,7.12,2,0,731,164,0,219,0,348,"San Antonio, TX",San Antonio
578,2017,1,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",70,12,5.97,0,2.89,0,3.14,1,0,589,217,0,99,0,273,"Seattle, WA",Seattle
579,2017,1,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",145,71,11.2,0.58,49,0,10.21,3,4,6594,945,115,3858,0,1676,"San Francisco, CA",San Francisco
580,2017,1,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",126,45,14.94,0.14,14.08,0,15.84,2,0,2343,875,19,637,0,812,"Salt Lake City, UT",Salt Lake City
581,2017,1,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",61,24,8.24,0,12.64,0,3.11,1,0,926,335,0,414,0,177,"Santa Ana, CA",Santa Ana
582,2017,1,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",127,30,13.03,0,5.41,0,11.56,5,0,2147,787,0,213,0,1147,"St. Louis, MO",St. Louis
583,2017,1,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",186,35,8.1,1,12.62,0,13.28,3,0,2188,285,16,534,0,1353,"Tampa, FL",Tampa
586,2017,1,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",2697,360,173.49,12.53,5.69,1.55,166.74,10,0,17336,9801,510,136,64,6825,"Honolulu, HI",Honolulu
588,2017,1,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",29,14,11.77,1,0,0,1.23,0,0,518,424,22,0,0,72,"New York, NY",New York
590,2017,1,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",75,24,17.94,0.48,0,0,5.58,0,0,1362,1165,13,0,0,184,"Las Vegas, NV",Las Vegas
591,2017,1,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",137,46,32.74,0.62,0,0,12.64,1,0,2764,1842,29,0,0,893,"Los Angeles, CA",Los Angeles
593,2017,1,HA,Hawaiian Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",63,20,16.89,0,0,0,3.11,2,0,1039,833,0,0,0,206,"Oakland, CA",Oakland
595,2017,1,HA,Hawaiian Airlines Inc.,PDX,"Portland, OR: Portland International",31,16,15.89,0,0,0,0.11,0,1,558,554,0,0,0,4,"Portland, OR",Portland
596,2017,1,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31,7,6,0,0,0,1,0,2,182,157,0,0,0,25,"Phoenix, AZ",Phoenix
598,2017,1,HA,Hawaiian Airlines Inc.,SAN,"San Diego, CA: San Diego International",31,9,9,0,0,0,0,0,1,375,375,0,0,0,0,"San Diego, CA",San Diego
599,2017,1,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",62,28,22.33,0,0,0,5.67,0,0,1188,871,0,0,0,317,"Seattle, WA",Seattle
600,2017,1,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",62,25,18.72,0,0,0,6.28,0,0,886,688,0,0,0,198,"San Francisco, CA",San Francisco
601,2017,1,HA,Hawaiian Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",50,22,17.53,0,0,0,4.47,0,1,1601,1384,0,0,0,217,"San Jose, CA",San Jose
602,2017,1,HA,Hawaiian Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",31,14,12.65,0.35,0,0,1,0,0,2139,2068,54,0,0,17,"Sacramento, CA",Sacramento
604,2017,1,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",589,145,17.3,0.32,99.15,0.88,27.36,26,1,9447,2115,7,5299,35,1991,"Atlanta, GA",Atlanta
605,2017,1,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",341,65,11.81,0,42.17,0.88,10.14,22,0,4440,1229,0,2518,23,670,"Boston, MA",Boston
607,2017,1,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",498,99,19.11,0.19,63.64,0,16.06,27,0,6475,962,12,3708,0,1793,"Baltimore, MD",Baltimore
609,2017,1,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",217,44,6.55,1.08,26.87,0,9.5,4,0,2557,428,49,1431,0,649,"Cleveland, OH",Cleveland
610,2017,1,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",341,89,9.01,1.92,66.58,0,11.49,8,0,5170,449,227,3649,0,845,"Denver, CO",Denver
611,2017,1,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",549,117,16,0,81.34,0,19.65,13,2,10116,1424,0,7125,0,1567,"Dallas/Fort Worth, TX",Dallas/Fort Worth
612,2017,1,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",778,167,24.05,0.95,116.04,0,25.96,19,0,10630,1829,140,7161,0,1500,"Detroit, MI",Detroit
613,2017,1,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",186,61,6.08,0,52.47,0.63,1.83,14,1,3033,165,0,2765,10,93,"Newark, NJ",Newark
614,2017,1,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1423,292,28.27,1.81,215.65,0.61,45.67,70,7,19682,1489,110,13982,17,4084,"Fort Lauderdale, FL",Fort Lauderdale
616,2017,1,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",438,115,14.17,0,78.05,0,22.79,5,0,7236,1255,0,4192,0,1789,"Houston, TX",Houston
617,2017,1,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",961,304,22.41,6.31,236.24,0,39.05,28,0,20299,1418,359,14608,0,3914,"Las Vegas, NV",Las Vegas
618,2017,1,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",806,328,34.21,0.6,264.47,0.26,28.46,18,0,19638,2947,41,14149,7,2494,"Los Angeles, CA",Los Angeles
620,2017,1,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",341,69,4.63,4.85,57.83,0,1.69,20,3,3929,267,301,3280,0,81,"New York, NY",New York
